Id,Prediction
227,5994923.257870241
228,3460381.37013542
229,5189892.490817493
230,4518466.793665718
231,7710792.0462599695
232,3804103.5243394095
233,3809290.9607767994
234,3924637.720415617
235,5099740.823713807
236,4223647.154741589
237,3366696.6785988077
238,4580110.727515808
239,4327746.020565092
240,3736709.206312005
241,4255115.661506979
242,2574180.4677055003
243,3423357.690683631
244,4948159.49393527
245,3989674.0203002463
246,4245780.673671298
247,5120522.19950216
248,3800811.2326701875
249,5009588.467919709
250,2586127.804895311
251,4335433.5340594
252,7174015.61690687
253,3495955.605954744
254,3994576.9706640355
255,3342913.1928848443
256,4845467.575369953
257,3983885.7828764017
258,2780876.2589616827
259,3644774.294712158
260,4265310.171219178
261,3143142.283741236
262,4823670.269433515
263,4173471.566334326
264,1976298.287929209
265,5003662.019979339
266,4419998.821696924
267,9368872.820788514
268,4231458.535659041
269,3204210.7489872673
270,4084801.590695361
271,1813722.6789141288
272,4515217.7729914775
273,4114707.2868846604
274,4401272.923187716
275,4532827.050095732
276,4836865.179467684
277,5644259.29008402
278,3887852.2995166876
279,4312829.5139877545
280,4497515.46360962
281,3825711.3951201127
282,3025354.269243118
283,4217881.541100446
284,4329404.299191042
285,2042093.7404638438
286,4529393.362361147
287,3903661.776605065
288,4674027.079186309
289,2723469.127584543
290,3688507.168493415
291,5016506.771585433
292,2508727.6688851733
293,4367578.995219803
294,3593016.2570351497
295,4779350.9656538945
296,6346434.358194391
297,8293621.815757263
298,3872958.7744385228
299,4279217.164180134
300,4654326.968556811
301,4668046.349841593
302,8378596.909039246
303,6085862.393292342
304,3855183.8431304824
305,5180837.220254951
306,3616198.9831165597
307,6062890.276775659
308,1808338.7383508943
309,3867626.23748945
310,4149865.8896112153
311,3386287.451125046
312,3341104.1639670744
313,4451722.082273533
314,2306558.0303098876
315,2338823.1270631533
316,1838980.1556687155
317,4907888.511365484
318,5073709.77234895
319,2617182.7476095776
320,3189418.728805092
321,2819411.173565448
322,4608388.852539926
323,4198246.78006383
324,4378339.532626966
325,3643430.2499126242
326,4376028.27969814
327,4109455.6326011526
328,5077658.852031929
329,4172447.396848691
330,1802426.7730553693
331,5387232.377708045
332,6060487.074757523
333,3979908.9880774
334,4655635.494740904
335,4657920.9592801165
336,2843839.6383609087
337,4163737.480548939
338,3825711.3951201127
339,2859659.5374510107
340,4166152.9964020224
341,4490841.612394568
342,4701923.3795034
343,4063500.70236617
344,5790020.713627705
345,3747298.4915381796
346,3673371.406701115
347,5722859.166810257
348,1899024.8763235002
349,6267850.572041522
350,3932159.4545639926
351,5943730.41069158
352,5984792.663664368
353,2668043.5654043243
354,3132072.9343662667
355,3061413.794999753
356,4998237.78542632
357,4415195.374254477
358,4583124.10036101
359,4643480.786216151
360,3248778.905685067
361,4289992.925437698
362,4206125.591769943
363,4389907.753342117
364,5321267.50826813
365,2568189.653592511
366,2362585.3563707774
367,3845234.0046648635
368,3027693.5815936266
369,5388498.639054035
370,3541809.7848980413
371,4042858.5588887297
372,5790020.713627705
373,4844386.842872989
374,3159823.9884702405
375,5067792.019979161
376,3155883.050860271
377,3491127.105289258
378,4356102.3964160215
379,4503213.409410176
380,5316095.883291409
381,3451681.4788841843
382,2383095.50524425
383,5207793.30937254
384,3189151.3975483193
385,5566304.891007779
386,2643967.6495208754
387,4087600.2165491977
388,3998781.3235503403
389,4088836.9039276917
390,6460871.677364833
391,2826518.2952828156
392,3423514.8153935415
393,3624450.9282535478
394,4553165.240736313
395,2625363.049702848
396,4613319.866431454
397,5314861.866668721
398,9367799.780458294
399,5378261.457644184
400,3211828.8635758376
401,3646000.4722726955
402,3293511.5562464464
403,4086888.89106906
404,2908081.9938126113
405,4224709.681079935
406,5101423.478649311
407,3893744.511374852
408,2042093.7404638438
409,3638954.8018353204
410,3163350.607431192
411,2772998.736304095
412,4635626.730845433
413,5035385.951704721
414,4459382.878580505
415,3947463.430970899
416,4354803.683755502
417,2574180.4677055003
418,5011221.067742658
419,3066862.724229138
420,4344534.869285219
421,4666740.783056866
422,6299050.270714989
423,2513990.476079457
424,4483330.874677004
425,4096561.892847448
426,4066938.7515928904
427,3255284.7093480546
428,4480552.468477227
429,3250480.4928864585
430,4052591.111744486
431,4176230.0484801093
432,2565081.1162612736
433,2995375.4259807854
434,3336228.733508019
435,4446106.000594908
436,3812197.594869777
437,3234000.7989214286
438,1981758.8133689114
439,5338577.034394541
440,4243080.661750624
441,4274317.096258157
442,5027657.009879464
443,5818375.349126128
444,4483797.912987096
445,4051907.505269302
446,5005815.709341993
447,3511678.020638102
448,4099571.79336892
449,5152561.930036139
450,4857218.639402219
451,3334973.78494914
452,2412418.3374125967
453,4097276.5039428356
454,4008189.1517941616
455,3769161.93150866
456,2034545.5572082782
457,3795762.9288703026
458,3509882.615395038
459,2959318.3502022973
460,4781874.394190501
461,3761606.9129441357
462,4562677.506729543
463,1953063.8280589848
464,3881652.5456324676
465,4176386.9929210613
466,3712628.9374920237
467,2820601.903234759
468,3984578.2273984
469,4283534.491535816
470,3865992.875801003
471,3969273.909733256
472,3514580.064234412
473,4098130.527313119
474,4535697.7630814575
475,3417633.974224569
476,3025604.23897184
477,3343357.632543059
478,3201192.4420315474
479,5817145.897152395
480,3437251.96114913
481,5402580.764738198
482,2844732.0121389427
483,4332471.380188129
484,4802011.924399857
485,3071366.3907303563
486,5123275.768932495
487,4433764.01162861
488,5280049.840404657
489,3975393.917889006
490,4642599.785216338
491,3149550.9270912902
492,4449434.503908002
493,4643289.8282089885
494,4026107.287437323
495,3957470.864839863
496,4571432.687970199
497,3865338.5782635366
498,4289356.905706313
499,4839469.3345819805
500,4639140.7041948745
501,2337357.452277157
502,3976683.1608199496
503,4330846.589620678
504,3549833.6028039763
505,4410490.507530341
506,2728864.620832493
507,4649240.237654201
508,2506755.2721453677
509,3933640.088657233
510,4458788.262177426
511,4886948.7204616815
512,2240447.892303275
513,4903347.748017256
514,3160128.2306462224
515,2408388.089180551
516,2629594.180282683
517,4594428.4805619875
518,4031860.495017615
519,4850979.1259160265
520,3084160.88885742
521,5902518.361954467
522,4775406.666225553
523,4584389.2615480805
524,4817570.202380309
525,4627231.248814655
526,2016012.5400160048
527,4906080.622063998
528,6821038.499156355
529,4182143.9385225126
530,4025962.2571731266
531,3046010.1711739306
532,4144875.93110017
533,3730407.4733933196
534,4157872.701177788
535,4303213.929842344
536,4667660.570730372
537,2645401.3946235534
538,3210311.3298605913
539,5726291.371604149
540,4028039.7001134856
541,2749343.9809921784
542,3285572.31869455
543,4078478.042324069
544,4077672.1373770093
545,3751609.3828538605
546,2439053.608425935
547,4029476.6309908964
548,2859576.5482672234
549,3642273.1554108295
550,3687115.0666395086
551,3917148.6298638633
552,3944825.1954062446
553,4227137.311250605
554,3847028.11037092
555,6480430.8236534
556,2959318.3502022973
557,4262509.8737720195
558,3031881.0240183896
559,3876260.487768414
560,5719148.447591095
561,4774925.191635322
562,2637073.280660483
563,4225122.035917751
564,2839643.459870119
565,4812578.719480865
566,3342472.955655709
567,6652039.356343346
568,3987212.872850559
569,2995832.9043364767
570,5301772.909960415
571,3773114.5497806123
572,3295038.3161119237
573,4627015.47637243
574,3980798.7701825975
575,2953789.9988037325
576,5887268.294283638
577,4337315.854728948
578,3707773.8981209146
579,4060151.2252134476
580,3169003.450107616
581,3791472.7588925883
582,6190326.6457075905
583,3906094.6217882065
584,4651196.095772511
585,5472349.812072958
586,3708352.166652287
587,3371096.4490426257
588,6967815.457889309
589,3623226.5339572704
590,2981339.2495202096
591,3940642.3578108586
592,3602166.8537216475
593,2909835.5180101157
594,3580617.7387719206
595,3530106.9344625776
596,3178245.1923567206
597,3450718.840262548
598,3784637.1707064644
599,4277718.820956273
600,4256412.905305492
601,5758608.7021807125
602,4241939.4977938095
603,2225559.378735626
604,2508011.0403078375
605,2528016.7448755484
606,2643918.740814678
607,3545997.325738478
608,2544407.987556047
609,5396275.230606125
610,6088495.2322954815
611,1775555.6652091958
612,6369921.282141751
613,4568323.4980478035
614,3989848.1894579297
615,1925479.0068697468
616,4714642.634289568
617,4420854.807874669
618,6045531.258634572
619,3888183.728967047
620,3990148.7064099265
621,9031688.519758796
622,4144705.3118836833
623,4006367.854489094
624,1993821.0806681577
625,4275621.560864041
626,4652439.29919896
627,4736771.495599131
628,3389218.083162037
629,3186623.495453164
630,5695332.816184785
631,4926544.615811354
632,4815991.7483549
633,4676906.474166126
634,2010818.8964540556
635,3486946.1281925044
636,6015115.839623871
637,4390928.143671558
638,3871180.2386256685
639,3941372.1013431353
640,4907733.029807293
641,4732121.885965101
642,2607195.5809766073
643,4824788.975737916
644,4210840.101465139
645,3022725.55781681
646,5265460.87633716
647,3241082.7794015114
648,2127912.3763562725
649,3057853.610903016
650,3425317.5405177022
651,3895272.2570317388
652,4256412.905305492
653,4184411.055589845
654,3101310.213809729
655,4625137.601577768
656,3877996.9261453277
657,5054350.155677517
658,5915659.275687359
659,3452823.8035535635
660,4871152.8844755385
661,5655906.960751081
662,4506363.73501916
663,4201288.552357153
664,4390928.143671558
665,3324252.48833241
666,4592474.371755062
667,4079965.964312624
668,3708741.013759771
669,4510790.266406777
670,5228331.88955429
671,5933837.130920793
672,3347125.1159100034
673,4080406.463357772
674,4592733.868451117
675,2571531.901964799
676,3259158.9404142993
677,2712647.1423747293
678,3795692.850233538
679,4724959.4617355475
680,3560265.784248679
681,5135312.113199878
682,2753357.002122615
683,4063874.670932969
684,4915992.724516259
685,4600743.419855032
686,2562154.89263508
687,2519338.594060362
688,6539086.6327587385
689,2575413.34159621
690,3622609.932286477
691,3037840.9749565204
692,2489407.065588971
693,2792156.9418926123
694,2443745.4357189457
695,2450325.6014920603
696,3865983.6609248174
697,4485257.378507098
698,4605710.759028127
699,3409456.581757581
700,5754205.404259801
701,4416206.393031059
702,3625631.43897487
703,4180869.745716624
704,4866597.363269284
705,8041378.577975902
706,5832803.437729172
707,4399756.559767963
708,4613279.857987334
709,3417633.974224569
710,4765110.67125505
711,4964249.7796831215
712,4227956.397546417
713,3525879.130633523
714,4884253.521401486
715,4791198.1588352425
716,3894154.498155226
717,3285916.2614365914
718,5500924.111249166
719,5378261.457644184
720,3918995.1549155237
721,6054114.003701466
722,4259184.036516109
723,2722331.6105001224
724,4593786.606421189
725,3848187.748167535
726,2467536.501454701
727,3624753.426226
728,3875230.6959243896
729,2986108.7662971453
730,3354672.995952888
731,3371488.704697125
732,3499536.161026227
733,5714277.1099681975
734,3053634.554619064
735,4073221.0720668337
736,2773403.413108612
737,4593786.606421189
738,2475151.814232321
739,4062187.278834242
740,5619222.873105363
741,4418053.068692853
742,3941334.846623348
743,4338767.824290464
744,4743922.740932628
745,6226402.85202373
746,2859805.1587884114
747,5081420.1414642455
748,4401267.090761477
749,4148748.676944447
750,5005815.709341993
751,2848366.144339022
752,4138863.5436662165
753,1978637.3878110608
754,3133363.3610927314
755,2985323.936238126
756,3354672.995952888
757,5265591.562215415
758,3532240.442804087
759,4846076.129017463
760,3674971.166439187
761,3977936.8890189915
762,2418551.3493773467
763,3252581.111589293
764,4512408.533977004
765,7238203.059791407
766,3806087.7972622146
767,3271620.7016365384
768,5371453.67943386
769,4953260.761060406
770,3098398.960255652
771,4074546.378277202
772,4579959.716812324
773,3483029.1407058905
774,4374950.479129466
775,4451698.015641812
776,4084801.590695361
777,4894095.189076966
778,4160454.7311647604
779,3424024.867296106
780,3019033.9003713042
781,3737044.0992511413
782,5162720.426691367
783,2475479.2069133352
784,5714984.3191140285
785,2540526.9010112076
786,5502948.294654947
787,3739515.1060211323
788,5672012.945812318
789,3622300.819040539
790,3154899.029206208
791,4652439.29919896
792,3175063.114239641
793,2390656.0647477703
794,3361916.6054497706
795,4062785.4042536635
796,1850243.4676701254
797,3413011.1596114044
798,3545997.325738478
799,4231186.663527263
800,5565048.273415714
801,4124798.894415539
802,4283534.491535816
803,3663252.6469639214
804,3912844.250160477
805,3869654.7157918694
806,5353900.244493779
807,4348917.716129924
808,3031881.0240183896
809,1966633.770523944
810,3943468.8018189045
811,3396576.6657163096
812,4955517.7589788595
813,5321269.901282026
814,2670944.660280533
815,4843623.316123632
816,4015424.0817720843
817,2679196.8677653684
818,3986630.518477549
819,3010803.0697721345
820,4278437.1575801205
821,3944756.7385198353
822,4525119.822562371
823,4523535.708131927
824,3854954.5309000653
825,3743897.3626604243
826,4544903.838020926
827,2713209.7345295553
828,4753513.292425905
829,2839730.581918157
830,4329481.673110871
831,4372827.017977237
832,4068884.59564363
833,4806413.085984343
834,4981406.351428271
835,3028342.100402252
836,1918891.203803329
837,4475425.656269614
838,3330710.807087611
839,1930397.3350300689
840,4219075.659128709
841,3224250.643222879
842,4038854.0078363256
843,3478978.5201825188
844,5020863.996753209
845,4219903.594806656
846,4851251.650893412
847,5228583.723767245
848,3601817.534320478
849,2789713.1561227236
850,3149771.0523150177
851,4037099.5940618147
852,6942550.790920768
853,2527295.576307212
854,2992410.068793243
855,3630094.325347973
856,4988143.119797317
857,4154790.0708690733
858,3073041.915464015
859,4760784.359805494
860,3529116.0089929607
861,4775434.7985438295
862,2774471.919747172
863,5299248.2742921775
864,4122807.235213133
865,3952226.29314191
866,5019770.842942705
867,2870853.053313166
868,4182143.9385225126
869,4355650.518708501
870,1782091.1148871111
871,5265924.3816234255
872,3478055.2684311555
873,4097901.142898779
874,4525137.4843283305
875,2456142.6745292665
876,2817663.0910002133
877,4886948.7204616815
878,3259493.8416880085
879,5560242.073043207
880,2780876.2589616827
881,2973970.287865915
882,6326193.110305721
883,4123181.3431581464
884,3363593.227394575
885,5093622.6979827685
886,3948976.8093556175
887,4449403.901976872
888,2551948.654817452
889,4740235.7544126585
890,2668043.5654043243
891,4123181.3431581464
892,7138934.444423487
893,2814795.0140203587
894,5285279.778938937
895,4160260.2439015787
896,4494116.523508549
897,3976683.1608199496
898,4400900.210895959
899,4247291.075228737
900,3249766.4635623787
901,4682877.7040444845
902,4158757.5087708468
903,4145531.907476078
904,2264308.694658067
905,3560923.4506920436
906,3919222.6802529804
907,4129819.286252495
908,5375559.444329074
909,4052591.111744486
910,3747354.101969159
911,5643891.946725655
912,3726614.6188032418
913,3333864.2320069773
914,3434012.6885210974
915,5202606.50488442
916,1756552.7511436378
917,7236995.473309763
918,2731577.3982399865
919,3104346.3159934278
920,3922536.1056468734
921,2677605.7886456596
922,4378563.706492289
923,4263569.861198539
924,4599087.780935165
925,6437609.324170435
926,5903680.699235345
927,3543431.169422303
928,5082756.103238425
929,3522017.600876078
930,3783373.900135598
931,2258339.3979667523
932,3860408.9697233825
933,4817158.947901543
934,3415221.587356831
935,3594995.5712690563
936,2529237.402228795
937,4126827.748312917
938,3332627.3046301007
939,6714186.028481168
940,5795304.279195347
941,4169173.85281265
942,3629590.4892172734
943,4869980.60663718
944,4546395.654811032
945,2010408.4614824269
946,5590507.40291379
947,5544694.6615180075
948,4230887.150555602
949,3126848.8353387667
950,5870204.330218233
951,4401272.923187716
952,2648500.1068555433
953,4115007.723212954
954,6290226.036482869
955,4617485.714505323
956,4629900.47487648
957,4854248.33268517
958,4444081.421371493
959,4173018.924904925
960,5824105.839746289
961,4180806.2054990893
962,3761606.9129441357
963,5617345.595733683
964,7510025.242087244
965,2704626.832250435
966,4529922.921027771
967,4506854.834058762
968,4075468.5498252898
969,2487587.244762492
970,3260561.646328252
971,3655426.9521755264
972,2721794.066772731
973,3229739.0133601744
974,3521909.24429715
975,3320921.4262922383
976,2891231.959441591
977,4408142.580404435
978,3291016.0088131907
979,7032706.162077932
980,4599621.032346081
981,2003062.6012065317
982,3738802.6225948976
983,4873492.2740665525
984,6379914.0145407375
985,4515889.09238047
986,3165957.427629742
987,4078824.7628396987
988,5737363.210966108
989,3658840.807049855
990,4110066.3850506195
991,1959936.781783098
992,5945238.331827441
993,4432889.132365615
994,4686481.403732887
995,2433236.6815627567
996,4059567.448132893
997,5048428.582573024
998,3239624.800573533
999,5633863.924234108
1000,3767654.403620823
1001,2969822.0242719604
1002,3963799.083856441
1003,4705883.870286373
1004,4855174.617563946
1005,4067985.9054523204
1006,6085684.691040965
1007,3879361.353800351
1008,2735286.296165438
1009,2855509.734084935
1010,3619754.9367129807
1011,5484592.052656797
1012,4117410.72059286
1013,4643480.786216151
1014,3980922.3999088663
1015,4329404.299191042
1016,4775434.7985438295
1017,4201028.403520673
1018,3622139.474405852
1019,3522392.4989992687
1020,3955285.401098259
1021,3685145.978904577
1022,3518860.977406738
1023,2501546.355791569
1024,4193606.0108480654
1025,5587723.326952537
1026,3343357.632543059
1027,3672283.8150333674
1028,4124671.0349659873
1029,3178035.8771340763
1030,4504694.6063272515
1031,3502292.2340653026
1032,2080752.6804185568
1033,4881134.619577608
1034,6416986.676863344
1035,3193354.5400880245
1036,4753157.767346084
1037,3731575.6533559584
1038,5268267.960232512
1039,6206009.341041858
1040,5152202.044906274
1041,2999443.009176342
1042,1811781.9216813652
1043,4076131.4458980835
1044,4696652.4661603235
1045,4662730.882691187
1046,4493516.822356673
1047,4795758.394468681
1048,2858414.1355800144
1049,4553867.038381562
1050,4996530.917700743
1051,3198354.514020702
1052,3872272.4550875328
1053,3263983.9819443095
1054,8447028.231372919
1055,2099474.4011895247
1056,5641288.089346341
1057,5048428.582573024
1058,2544407.987556047
1059,3715808.6658025095
1060,4543040.332560162
1061,3261769.4321490373
1062,4209392.711648539
1063,4103989.3594918046
1064,4690037.587375712
1065,2478377.3262146753
1066,5254210.809696357
1067,4953260.761060406
1068,4024024.221229062
1069,4538656.660076526
1070,4116457.4458482037
1071,4218394.263022925
1072,4045044.009962047
1073,4481978.136401506
1074,6290226.036482869
1075,3483956.6830654293
1076,4047497.4399291566
1077,2839730.581918157
1078,2961398.021675331
1079,4460768.795746874
1080,3075900.486345011
1081,3503179.0238649845
1082,3682997.720540212
1083,4969346.924570449
1084,2924875.911662313
1085,1775555.6652091958
1086,4760112.820618273
1087,3249766.4635623787
1088,4704204.092880917
1089,3120156.3627853584
1090,4654859.699648873
1091,3530590.6194332954
1092,4247873.298053274
1093,3771407.598642575
1094,4471816.891578216
1095,4198790.398591999
1096,1820078.8277440662
1097,4478743.207208763
1098,2560908.2251521987
1099,4700764.070840153
1100,3437251.96114913
1101,4426441.35755105
1102,4304528.990042797
1103,3652160.5589754977
1104,4805805.239581299
1105,3301297.8808312067
1106,3391496.0806127754
1107,4462491.436001447
1108,4086759.8800279903
1109,5703562.147870833
1110,3602634.5165728014
1111,4395765.003924556
1112,3425254.8881807155
1113,2501555.2764071156
1114,4091585.6632553246
1115,2233366.8982322332
1116,2405780.7817395255
1117,5747508.618749965
1118,4373051.439225675
1119,2527206.8345214324
1120,4169485.497727342
1121,1918367.26231049
1122,4101102.8079897063
1123,2584236.7177515887
1124,2865009.08784129
1125,5661916.1418620255
1126,4702921.052804012
1127,2511354.6996057825
1128,3590281.8503479213
1129,4654696.769590839
1130,3990148.7064099265
1131,4413345.296206064
1132,4086144.106030641
1133,3218328.9681628123
1134,3907943.5182370977
1135,2975479.1620391933
1136,5365123.2758774
1137,2419315.983163806
1138,6387922.618020962
1139,3963207.904834841
1140,5536774.554853486
1141,4164690.219430843
1142,4932118.303846788
1143,4443598.126771017
1144,2053285.433364413
1145,4230967.820529942
1146,3707773.8981209146
1147,5388071.001472459
1148,3528731.6737371446
1149,5539703.594488963
1150,3829916.075628903
1151,1763021.0078444656
1152,2750317.4244376495
1153,4832333.425972858
1154,3635613.84743529
1155,3802503.76511521
1156,4363734.455377509
1157,4674393.8485704055
1158,5081420.1414642455
1159,3622454.031169516
1160,4142375.8326146
1161,4758630.606860955
1162,4639490.767960951
1163,3780057.609997811
1164,4277693.969655911
1165,4516207.6328777475
1166,5093547.881708178
1167,5305035.548730493
1168,1834496.9847026241
1169,6648461.501547929
1170,3869256.15311393
1171,2855509.734084935
1172,1931287.8461832716
1173,4629900.47487648
1174,3133363.3610927314
1175,3838281.804411189
1176,4258800.78755641
1177,3952087.6393955727
1178,4140647.920018028
1179,3960437.1077674557
1180,4001765.8765875944
1181,4684350.277437869
1182,4269690.839425798
1183,2642069.7472354197
1184,4075468.5498252898
1185,2637447.0717190537
1186,4523319.646305622
1187,3317571.934881329
1188,4056613.5537719685
1189,4132728.6051079123
1190,5353923.6311607575
1191,3936817.915602841
1192,3752218.3667947287
1193,2999887.346076069
1194,3763702.043843671
1195,4034681.6291267914
1196,4150175.784339074
1197,2303695.11311419
1198,3869930.1589948
1199,4133611.5718223937
1200,6842079.672705332
1201,4353268.686886351
1202,2949089.291351277
1203,2769457.9646195327
1204,2809489.103515705
1205,2445665.1927365204
1206,5451601.419156822
1207,3924187.5709178774
1208,3955285.401098259
1209,4467714.568322438
1210,2810543.0003120475
1211,2636903.147243737
1212,4018699.1605898207
1213,4949811.704180871
1214,3709795.362554189
1215,3083511.3426894723
1216,3699887.348145883
1217,2710757.9847813006
1218,3066862.724229138
1219,3581037.1103847884
1220,3673365.634464828
1221,5057936.882124187
1222,4836273.842626397
1223,4792755.670231883
1224,5721240.862091676
1225,4243949.195830052
1226,2502717.7160088085
1227,4253385.321463035
1228,3485157.3891691156
1229,4783932.470816575
1230,4054133.3591597453
1231,4552706.583064814
1232,2239136.693990142
1233,4775453.346175323
1234,4815991.7483549
1235,2638613.937046454
1236,3816795.6118091093
1237,2657128.0721000894
1238,4102695.5279491665
1239,5211287.717182911
1240,3804923.643422587
1241,3427325.9146556617
1242,4774925.191635322
1243,3589156.6330404845
1244,4449434.503908002
1245,3317888.709201099
1246,2638613.937046454
1247,4217647.359067797
1248,1788403.7630516852
1249,5161822.970549481
1250,4232133.72693574
1251,3859593.8987219715
1252,2827201.722809799
1253,6093989.491559715
1254,3946914.4926132346
1255,2947994.821351176
1256,5045710.623368449
1257,3510771.251999623
1258,4912590.053068158
1259,3283766.682506948
1260,3890876.2258416656
1261,6977207.430882517
1262,4210535.099718253
1263,2342676.501205624
1264,4839469.3345819805
1265,3961330.189440316
1266,3499375.9837618642
1267,4962190.883003976
1268,3211947.7885504775
1269,3781207.1114485455
1270,3343735.383206867
1271,5595032.086383666
1272,4331399.460154571
1273,2519338.594060362
1274,3313792.0065118396
1275,5522649.781186684
1276,3134998.726062963
1277,2443745.4357189457
1278,5470289.855323079
1279,3133363.3610927314
1280,3808785.345014146
1281,3572491.875085143
1282,4455541.456856883
1283,2299426.324054823
1284,4452067.602942572
1285,6197607.148614791
1286,1798353.752216582
1287,3546745.7954366086
1288,2717313.7033509943
1289,2467536.501454701
1290,3191799.610001602
1291,3256162.978542987
1292,7941594.669438006
1293,3776277.3025788385
1294,5803843.744669097
1295,4986365.474950529
1296,6402720.700825968
1297,4155076.9649569364
1298,2652050.822018282
1299,4562557.34934553
1300,4982280.62239372
1301,2638613.937046454
1302,4170999.7808108265
1303,4440185.188818029
1304,2612781.9713973007
1305,5514827.641491354
1306,4338583.556801405
1307,4986188.465523055
1308,6877690.8997750245
1309,2809210.6385566653
1310,4446229.966597868
1311,4465833.8841413
1312,2979362.7335849893
1313,5610674.348652997
1314,3155561.821092757
1315,4528258.217516512
1316,4666380.330317561
1317,4632868.161011454
